url,label
http://www.facebook.com.verify-billing.click/index.html,1
http://wellsfargo-account.cn/login.php,1
http://246.53.204.76/instagram/login.php,1
http://amazon-recovery.shop/login.php,1
http://227.233.167.119/twitter/login.php,1
http://www.google.com.verify-billing.info/index.html,1
http://234.50.57.186/netflix/login.php,1
http://168.167.167.130/wellsfargo/login.php,1
http://www.paypal.com.verify-billing.online/index.html,1
http://214.32.170.158/facebook/login.php,1
http://157.198.98.70/instagram/login.php,1
http://230.213.203.39/apple/login.php,1
http://203.95.4.153/apple/login.php,1
http://twitter-billing.click/login.php,1
http://61.31.107.191/microsoft/login.php,1
http://229.161.116.72/instagram/login.php,1
http://www.apple.com.verify-billing.work/index.html,1
http://www.chase.com.verify-billing.work/index.html,1
http://chase-verify.click/login.php,1
http://paypal-confirm.work/login.php,1
http://33.159.34.192/bankofamerica/login.php,1
http://93.63.182.223/twitter/login.php,1
http://www.instagram.com.verify-billing.shop/index.html,1
http://amazon-secure.work/login.php,1
http://121.161.242.106/facebook/login.php,1
http://57.74.107.40/bankofamerica/login.php,1
http://wellsfargo-portal.work/login.php,1
http://www.amazon.com.verify-billing.cn/index.html,1
http://facebook-support.click/login.php,1
http://128.236.108.179/amazon/login.php,1
http://chase-signin.site/login.php,1
http://61.227.82.232/apple/login.php,1
http://157.38.9.10/amazon/login.php,1
http://44.215.162.206/apple/login.php,1
http://www.netflix.com.verify-billing.shop/index.html,1
http://www.wellsfargo.com.verify-billing.cn/index.html,1
http://bankofamerica-account.shop/login.php,1
http://186.183.151.148/chase/login.php,1
http://www.instagram.com.verify-billing.cfd/index.html,1
http://wellsfargo-security.work/login.php,1
http://147.54.228.163/instagram/login.php,1
http://86.43.221.247/paypal/login.php,1
http://twitter-security.icu/login.php,1
http://238.253.28.182/microsoft/login.php,1
http://71.164.65.209/google/login.php,1
http://221.222.203.221/amazon/login.php,1
http://netflix-update.xyz/login.php,1
http://amazon-support.cn/login.php,1
http://apple-update.club/login.php,1
http://www.chase.com.verify-billing.xyz/index.html,1
http://twitter-recovery.cn/login.php,1
http://paypal-verify.icu/login.php,1
http://chase-signin.online/login.php,1
http://250.147.57.230/microsoft/login.php,1
http://215.71.12.148/google/login.php,1
http://145.222.114.253/twitter/login.php,1
http://www.wellsfargo.com.verify-billing.work/index.html,1
http://paypal-secure.site/login.php,1
http://248.5.225.70/apple/login.php,1
http://146.41.116.166/netflix/login.php,1
http://instagram-verify.cn/login.php,1
http://137.84.27.181/bankofamerica/login.php,1
http://133.93.244.190/paypal/login.php,1
http://67.233.74.46/bankofamerica/login.php,1
http://instagram-portal.shop/login.php,1
http://130.225.123.15/instagram/login.php,1
http://google-verify.click/login.php,1
http://paypal-support.top/login.php,1
http://paypal-portal.vip/login.php,1
http://netflix-account.ru/login.php,1
http://188.221.170.24/bankofamerica/login.php,1
http://170.61.219.224/bankofamerica/login.php,1
http://181.69.113.87/microsoft/login.php,1
http://apple-verify.ru/login.php,1
http://49.105.29.149/chase/login.php,1
http://microsoft-billing.site/login.php,1
http://66.109.111.17/apple/login.php,1
http://79.220.221.1/amazon/login.php,1
http://facebook-signin.cfd/login.php,1
http://www.netflix.com.verify-billing.cn/index.html,1
http://174.231.156.70/google/login.php,1
http://apple-security.icu/login.php,1
http://paypal-secure.icu/login.php,1
http://paypal-secure.online/login.php,1
http://31.47.75.129/bankofamerica/login.php,1
http://apple-account.cn/login.php,1
http://156.11.117.35/bankofamerica/login.php,1
http://103.118.234.60/apple/login.php,1
http://21.224.106.230/microsoft/login.php,1
http://google-update.work/login.php,1
http://238.180.245.230/chase/login.php,1
http://www.instagram.com.verify-billing.icu/index.html,1
http://37.132.177.113/microsoft/login.php,1
http://www.twitter.com.verify-billing.top/index.html,1
http://72.217.132.104/wellsfargo/login.php,1
http://211.169.66.72/amazon/login.php,1
http://www.wellsfargo.com.verify-billing.top/index.html,1
http://206.209.147.114/paypal/login.php,1
http://google-signin.icu/login.php,1
http://www.microsoft.com.verify-billing.icu/index.html,1
http://183.64.48.231/facebook/login.php,1
http://107.69.254.92/bankofamerica/login.php,1
http://paypal-portal.xyz/login.php,1
http://33.26.71.232/wellsfargo/login.php,1
http://paypal-portal.ru/login.php,1
http://82.113.41.101/amazon/login.php,1
http://twitter-update.ru/login.php,1
http://facebook-secure.work/login.php,1
http://www.apple.com.verify-billing.info/index.html,1
http://facebook-account.online/login.php,1
http://bankofamerica-signin.site/login.php,1
http://69.26.30.234/netflix/login.php,1
http://google-security.ru/login.php,1
http://paypal-support.xyz/login.php,1
http://paypal-portal.info/login.php,1
http://133.227.43.21/apple/login.php,1
http://14.82.110.234/bankofamerica/login.php,1
http://www.amazon.com.verify-billing.top/index.html,1
http://twitter-account.ru/login.php,1
http://115.149.169.148/google/login.php,1
http://www.google.com.verify-billing.cn/index.html,1
http://175.149.173.251/microsoft/login.php,1
http://15.204.170.44/chase/login.php,1
http://127.104.38.186/facebook/login.php,1
http://216.248.82.141/wellsfargo/login.php,1
http://30.2.14.35/instagram/login.php,1
http://26.137.47.97/netflix/login.php,1
http://netflix-secure.cfd/login.php,1
http://21.91.236.81/bankofamerica/login.php,1
http://103.137.92.83/bankofamerica/login.php,1
http://180.97.109.53/paypal/login.php,1
http://netflix-billing.shop/login.php,1
http://amazon-portal.online/login.php,1
http://wellsfargo-support.ru/login.php,1
http://44.159.12.127/apple/login.php,1
http://97.222.193.94/apple/login.php,1
http://91.151.41.150/bankofamerica/login.php,1
http://apple-login.shop/login.php,1
http://twitter-account.cfd/login.php,1
http://184.150.15.130/paypal/login.php,1
http://instagram-login.vip/login.php,1
http://amazon-support.info/login.php,1
http://60.44.130.84/bankofamerica/login.php,1
http://48.181.36.13/facebook/login.php,1
http://197.92.79.249/microsoft/login.php,1
http://33.25.195.157/instagram/login.php,1
http://www.twitter.com.verify-billing.site/index.html,1
http://www.bankofamerica.com.verify-billing.cfd/index.html,1
http://instagram-secure.cfd/login.php,1
http://19.20.186.213/netflix/login.php,1
http://amazon-login.online/login.php,1
http://www.twitter.com.verify-billing.ru/index.html,1
http://185.106.137.243/apple/login.php,1
http://amazon-billing.club/login.php,1
http://44.113.115.162/microsoft/login.php,1
http://netflix-login.site/login.php,1
http://178.235.131.246/paypal/login.php,1
http://www.chase.com.verify-billing.click/index.html,1
http://microsoft-account.work/login.php,1
http://apple-support.cn/login.php,1
http://google-confirm.cfd/login.php,1
http://instagram-portal.online/login.php,1
http://41.20.117.146/google/login.php,1
http://microsoft-verify.vip/login.php,1
http://bankofamerica-security.cfd/login.php,1
http://www.microsoft.com.verify-billing.click/index.html,1
http://amazon-portal.vip/login.php,1
http://apple-account.cc/login.php,1
http://234.189.24.13/instagram/login.php,1
http://164.253.5.68/paypal/login.php,1
http://123.58.80.47/microsoft/login.php,1
http://bankofamerica-support.shop/login.php,1
http://paypal-account.work/login.php,1
http://paypal-billing.cn/login.php,1
http://44.26.236.21/paypal/login.php,1
http://224.124.51.105/microsoft/login.php,1
http://30.251.59.46/google/login.php,1
http://www.bankofamerica.com.verify-billing.info/index.html,1
http://microsoft-account.online/login.php,1
http://94.20.40.216/google/login.php,1
http://120.129.45.62/instagram/login.php,1
http://www.microsoft.com.verify-billing.ru/index.html,1
http://paypal-confirm.shop/login.php,1
http://86.153.9.10/instagram/login.php,1
http://chase-update.top/login.php,1
http://twitter-account.xyz/login.php,1
http://86.87.198.158/microsoft/login.php,1
http://amazon-confirm.info/login.php,1
http://251.110.15.241/netflix/login.php,1
http://188.3.235.174/twitter/login.php,1
http://97.193.160.181/bankofamerica/login.php,1
http://230.66.180.70/twitter/login.php,1
http://99.76.40.134/wellsfargo/login.php,1
http://124.161.203.159/amazon/login.php,1
http://microsoft-confirm.cfd/login.php,1
http://32.9.115.14/wellsfargo/login.php,1
http://71.7.172.52/chase/login.php,1
http://43.247.30.132/wellsfargo/login.php,1
http://189.58.245.246/google/login.php,1
http://16.174.204.126/facebook/login.php,1
http://google-billing.icu/login.php,1
http://twitter-login.club/login.php,1
http://google-support.cc/login.php,1
http://microsoft-account.ru/login.php,1
http://49.123.68.214/apple/login.php,1
http://78.205.19.192/microsoft/login.php,1
http://150.57.147.148/bankofamerica/login.php,1
http://159.232.145.124/instagram/login.php,1
http://91.251.138.208/chase/login.php,1
http://instagram-support.online/login.php,1
http://206.206.253.126/apple/login.php,1
http://221.162.75.240/twitter/login.php,1
http://178.126.139.71/facebook/login.php,1
http://netflix-portal.shop/login.php,1
http://www.microsoft.com.verify-billing.xyz/index.html,1
http://217.151.160.247/twitter/login.php,1
http://199.196.3.217/google/login.php,1
http://222.197.244.250/microsoft/login.php,1
http://159.166.236.151/twitter/login.php,1
http://www.google.com.verify-billing.ru/index.html,1
http://google-support.online/login.php,1
http://amazon-update.cn/login.php,1
http://26.217.117.64/amazon/login.php,1
http://chase-billing.info/login.php,1
http://wellsfargo-portal.vip/login.php,1
http://82.42.214.239/wellsfargo/login.php,1
http://chase-recovery.shop/login.php,1
http://bankofamerica-signin.xyz/login.php,1
http://194.67.162.232/paypal/login.php,1
http://190.223.107.157/google/login.php,1
http://netflix-portal.xyz/login.php,1
http://www.chase.com.verify-billing.club/index.html,1
http://124.12.250.159/facebook/login.php,1
http://instagram-account.online/login.php,1
http://51.191.63.209/facebook/login.php,1
http://145.28.237.26/wellsfargo/login.php,1
http://apple-security.cfd/login.php,1
http://11.210.80.44/wellsfargo/login.php,1
http://amazon-update.vip/login.php,1
http://223.93.241.115/paypal/login.php,1
http://62.137.82.158/microsoft/login.php,1
http://61.179.243.2/bankofamerica/login.php,1
http://apple-confirm.work/login.php,1
http://chase-confirm.online/login.php,1
http://151.62.180.178/facebook/login.php,1
http://amazon-support.club/login.php,1
http://40.144.62.145/instagram/login.php,1
http://facebook-security.cc/login.php,1
http://148.186.56.148/apple/login.php,1
http://66.62.177.212/wellsfargo/login.php,1
http://44.133.83.168/netflix/login.php,1
http://87.154.156.185/twitter/login.php,1
http://129.105.155.122/wellsfargo/login.php,1
http://google-security.cn/login.php,1
http://112.86.52.231/bankofamerica/login.php,1
http://facebook-update.icu/login.php,1
http://33.45.20.100/apple/login.php,1
http://166.149.40.3/netflix/login.php,1
http://chase-security.cn/login.php,1
http://amazon-security.ru/login.php,1
http://209.66.158.58/microsoft/login.php,1
http://www.amazon.com.verify-billing.online/index.html,1
http://microsoft-update.cc/login.php,1
http://229.150.115.25/google/login.php,1
http://229.188.213.71/bankofamerica/login.php,1
http://192.234.238.25/twitter/login.php,1
http://123.250.63.81/twitter/login.php,1
http://219.221.70.56/bankofamerica/login.php,1
http://123.124.168.66/paypal/login.php,1
http://microsoft-update.info/login.php,1
http://apple-update.cfd/login.php,1
http://83.139.193.166/bankofamerica/login.php,1
http://57.81.241.248/bankofamerica/login.php,1
http://12.166.206.50/wellsfargo/login.php,1
http://173.92.212.246/chase/login.php,1
http://100.38.133.90/microsoft/login.php,1
http://113.250.176.19/apple/login.php,1
http://netflix-support.xyz/login.php,1
http://facebook-confirm.ru/login.php,1
http://www.google.com.verify-billing.icu/index.html,1
http://paypal-billing.info/login.php,1
http://wellsfargo-account.cfd/login.php,1
